user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
UIDJS3e76b01f7e1,35-44,Tier 2,10/31/2024,VIP,NULL,NULL,NULL
UIDJS3e784328f3b,25-34,Tier 2,8/30/2024,VIP,NULL,NULL,NULL
UIDJS3e7ae758232,35-44,Tier 1,6/25/2024,Premium,NULL,NULL,NULL
UIDJS3e7c40318ae,18-24,Tier 3,4/13/2024,VIP,NULL,6/13/2024,Free
UIDJS3e7c8ddf538,25-34,Tier 1,10/25/2024,Premium,NULL,NULL,NULL
UIDJS3e7dd2543cd,25-34,Tier 1,9/21/2024,VIP,NULL,NULL,NULL
UIDJS3e7e09c2e5a,25-34,Tier 1,1/9/2024,Free,NULL,3/9/2024,VIP
UIDJS3e7e7ba79bd,18-24,Tier 1,9/16/2024,Premium,NULL,NULL,NULL
UIDJS3e7eacca632,25-34,Tier 1,8/26/2024,VIP,NULL,NULL,NULL
UIDJS3e7eeaf5836,45+,Tier 1,10/13/2024,Premium,NULL,NULL,NULL
UIDJS3e826aa8f2e,35-44,Tier 1,6/8/2024,Premium,NULL,NULL,NULL
UIDJS3e84bcbe3d8,25-34,Tier 1,5/1/2024,Free,NULL,6/1/2024,VIP
UIDJS3e8937098f4,18-24,Tier 1,6/23/2024,Premium,NULL,NULL,NULL
UIDJS3e897afd0bd,18-24,Tier 1,1/2/2024,Premium,NULL,NULL,NULL
UIDJS3e8ac1807f6,25-34,Tier 1,2/11/2024,VIP,NULL,NULL,NULL
UIDJS3e8becdda83,25-34,Tier 2,5/31/2024,VIP,NULL,7/31/2024,Premium
UIDJS3e8bfd5e3a5,25-34,Tier 3,8/15/2024,Free,NULL,NULL,NULL
UIDJS3e8c4534092,25-34,Tier 1,10/21/2024,Premium,NULL,NULL,NULL
UIDJS3e8d5eec644,45+,Tier 1,4/26/2024,Free,NULL,6/26/2024,Premium
UIDJS3e8db383271,45+,Tier 3,4/20/2024,Free,NULL,NULL,NULL
UIDJS3e8df2b84c4,35-44,Tier 1,2/18/2024,Premium,NULL,NULL,NULL
UIDJS3e8f2edcfc7,35-44,Tier 1,4/16/2024,Free,NULL,NULL,NULL
UIDJS3e8fc8b64e4,25-34,Tier 1,10/20/2024,VIP,NULL,NULL,NULL
UIDJS3e908b081c9,18-24,Tier 1,2/9/2024,VIP,10/27/2024,NULL,NULL
UIDJS3e95d98abf9,35-44,Tier 1,6/19/2024,VIP,NULL,7/19/2024,Free
UIDJS3e96de6d476,35-44,Tier 3,2/22/2024,Free,8/17/2024,NULL,NULL
UIDJS3e9e81ce8ae,25-34,Tier 1,10/30/2024,Premium,NULL,NULL,NULL
UIDJS3e9ec623352,35-44,Tier 2,4/9/2024,VIP,NULL,11/9/2024,Free
UIDJS3ea0461b778,45+,Tier 2,2/29/2024,Free,NULL,3/29/2024,VIP
UIDJS3ea358f151b,35-44,Tier 1,11/18/2024,Premium,NULL,NULL,NULL
UIDJS3ea7cd043b0,18-24,Tier 1,5/12/2024,Premium,NULL,NULL,NULL
UIDJS3ea86ebcf82,25-34,Tier 2,8/26/2024,VIP,NULL,NULL,NULL
UIDJS3ea8a7ca6b9,45+,Tier 1,7/29/2024,Free,12/10/2024,NULL,NULL
UIDJS3ea8edd04a7,25-34,Tier 1,4/11/2024,Premium,NULL,NULL,NULL
UIDJS3eab80c108a,45+,Tier 2,4/24/2024,Premium,NULL,NULL,NULL
UIDJS3eabf11e80d,35-44,Tier 3,2/20/2024,VIP,NULL,3/20/2024,Premium
UIDJS3eafd1d4036,18-24,Tier 1,11/21/2024,VIP,NULL,NULL,NULL
UIDJS3eb0af368f8,35-44,Tier 1,9/5/2024,Free,NULL,NULL,NULL
UIDJS3eb29d3de7a,25-34,Tier 1,11/27/2024,Premium,NULL,12/27/2024,VIP
UIDJS3eb56e0a366,25-34,Tier 3,11/20/2024,Free,NULL,NULL,NULL
UIDJS3eb68eb8662,35-44,Tier 1,11/1/2024,Premium,NULL,NULL,NULL
UIDJS3eb841276fd,35-44,Tier 1,11/22/2024,Premium,NULL,NULL,NULL
UIDJS3eb87d8fc15,25-34,Tier 1,5/8/2024,Premium,NULL,NULL,NULL
UIDJS3eb89c4c87f,25-34,Tier 2,8/28/2024,VIP,NULL,NULL,NULL
UIDJS3eb91c523e0,25-34,Tier 2,7/7/2024,VIP,NULL,NULL,NULL
UIDJS3eb996596ae,45+,Tier 2,2/9/2024,VIP,NULL,NULL,NULL
UIDJS3ebf1135cd4,35-44,Tier 2,1/28/2024,VIP,NULL,3/28/2024,Free
UIDJS3ebfcebe7fe,18-24,Tier 1,2/12/2024,Premium,6/11/2024,NULL,NULL
UIDJS3ebfe8e74ea,35-44,Tier 2,11/15/2024,Free,NULL,NULL,NULL
UIDJS3ec0955e6d4,45+,Tier 3,11/16/2024,VIP,NULL,NULL,NULL
UIDJS3ec0c63ef28,25-34,Tier 3,3/16/2024,Premium,NULL,NULL,NULL
UIDJS3ec302ec668,25-34,Tier 1,4/10/2024,VIP,NULL,NULL,NULL
UIDJS3ec52b09a58,35-44,Tier 2,10/21/2024,VIP,NULL,NULL,NULL
UIDJS3ec6c530b10,18-24,Tier 3,11/26/2024,Free,NULL,NULL,NULL
UIDJS3ec7e8145ba,45+,Tier 1,10/12/2024,Free,NULL,NULL,NULL
UIDJS3ec9bee5a95,25-34,Tier 1,11/1/2024,VIP,NULL,NULL,NULL
UIDJS3eca8c6d98a,25-34,Tier 1,4/8/2024,Premium,NULL,NULL,NULL
UIDJS3ecb545bab4,45+,Tier 1,1/20/2024,Free,6/28/2024,NULL,NULL
UIDJS3ecbc9d8626,35-44,Tier 3,2/15/2024,Premium,NULL,NULL,NULL
UIDJS3ecce3f410b,25-34,Tier 3,8/17/2024,Free,NULL,NULL,NULL
UIDJS3ecd8f8d5d8,25-34,Tier 2,7/18/2024,VIP,NULL,NULL,NULL
UIDJS3ed04de82a2,18-24,Tier 2,5/5/2024,Premium,NULL,NULL,NULL
UIDJS3ed251e0fda,35-44,Tier 1,11/23/2024,Premium,NULL,NULL,NULL
UIDJS3ed38303727,25-34,Tier 2,10/25/2024,VIP,NULL,NULL,NULL
UIDJS3ed6a2be5ea,45+,Tier 1,8/26/2024,VIP,NULL,NULL,NULL
UIDJS3ed8a967d65,25-34,Tier 2,5/25/2024,Free,NULL,6/25/2024,VIP
UIDJS3ede3aafcfe,25-34,Tier 1,7/17/2024,Premium,NULL,NULL,NULL
UIDJS3ee0d510992,25-34,Tier 1,1/14/2024,VIP,NULL,3/14/2024,Free
UIDJS3ee53b70474,25-34,Tier 2,5/16/2024,VIP,NULL,NULL,NULL
UIDJS3ee5f96c7f2,25-34,Tier 1,2/13/2024,Premium,NULL,NULL,NULL
UIDJS3ee9c32dea0,35-44,Tier 2,7/19/2024,VIP,NULL,9/19/2024,Premium
UIDJS3eec9245abd,35-44,Tier 3,9/13/2024,Free,NULL,NULL,NULL
UIDJS3eef06af1c1,18-24,Tier 2,11/24/2024,VIP,12/20/2024,NULL,NULL
UIDJS3eef2ebdec2,25-34,Tier 2,8/8/2024,Free,NULL,NULL,NULL
UIDJS3ef0c9f37c3,35-44,Tier 2,2/23/2024,Free,9/28/2024,NULL,NULL
UIDJS3ef1bb0fcbb,35-44,Tier 1,9/14/2024,Premium,NULL,NULL,NULL
UIDJS3ef2cd6539f,25-34,Tier 2,10/31/2024,VIP,NULL,NULL,NULL
UIDJS3ef5a202b26,25-34,Tier 2,2/27/2024,Free,NULL,4/27/2024,VIP
UIDJS3ef5fef8c45,25-34,Tier 2,11/21/2024,Free,12/13/2024,NULL,NULL
UIDJS3ef85b10f86,25-34,Tier 1,3/25/2024,Free,8/22/2024,NULL,NULL
UIDJS3ef8c852f66,25-34,Tier 3,11/1/2024,Free,NULL,NULL,NULL
UIDJS3f011ebeef0,25-34,Tier 2,11/9/2024,VIP,NULL,NULL,NULL
UIDJS3f015fb33f4,35-44,Tier 3,3/10/2024,Free,8/9/2024,NULL,NULL
UIDJS3f01b53bedc,25-34,Tier 3,3/5/2024,VIP,4/5/2024,NULL,NULL
UIDJS3f0204db5d1,25-34,Tier 1,6/11/2024,Free,NULL,NULL,NULL
UIDJS3f056b93f6c,25-34,Tier 3,1/2/2024,VIP,NULL,NULL,NULL
UIDJS3f05884d1e2,25-34,Tier 2,10/18/2024,Premium,NULL,NULL,NULL
UIDJS3f096420d0a,25-34,Tier 1,8/25/2024,Premium,NULL,NULL,NULL
UIDJS3f0c2c9412c,25-34,Tier 1,7/12/2024,Premium,NULL,NULL,NULL
UIDJS3f0e06dce35,25-34,Tier 3,11/9/2024,Free,12/8/2024,NULL,NULL
UIDJS3f102c2bac7,35-44,Tier 3,4/16/2024,Free,NULL,NULL,NULL
UIDJS3f10692c3f6,25-34,Tier 1,9/25/2024,Premium,NULL,NULL,NULL
UIDJS3f11b613213,35-44,Tier 1,6/23/2024,Premium,NULL,NULL,NULL
UIDJS3f1373ff8ab,35-44,Tier 1,3/29/2024,VIP,NULL,6/29/2024,Premium
UIDJS3f15e18e828,25-34,Tier 2,10/2/2024,Premium,NULL,NULL,NULL
UIDJS3f17bf71e41,18-24,Tier 1,5/8/2024,Premium,NULL,NULL,NULL
UIDJS3f18a9e9e4d,25-34,Tier 2,2/15/2024,Premium,NULL,NULL,NULL
UIDJS3f19dd134f9,25-34,Tier 1,7/18/2024,Free,NULL,8/18/2024,VIP
UIDJS3f1b130c824,35-44,Tier 2,3/1/2024,Premium,NULL,NULL,NULL
UIDJS3f1b1af7f5b,35-44,Tier 1,7/6/2024,Free,NULL,NULL,NULL
UIDJS3f1b33923af,18-24,Tier 3,9/10/2024,VIP,NULL,NULL,NULL
UIDJS3f1c65f7f31,25-34,Tier 1,9/29/2024,Premium,NULL,NULL,NULL
UIDJS3f1d0da3a41,25-34,Tier 1,3/26/2024,Premium,NULL,NULL,NULL
UIDJS3f210c24e71,25-34,Tier 2,11/21/2024,Free,NULL,NULL,NULL
UIDJS3f219e8b5bd,18-24,Tier 2,5/12/2024,VIP,8/2/2024,NULL,NULL
UIDJS3f235cba83c,35-44,Tier 1,6/11/2024,Premium,NULL,NULL,NULL
UIDJS3f23c1f8df0,45+,Tier 2,11/3/2024,VIP,NULL,12/3/2024,Premium
UIDJS3f247889812,18-24,Tier 2,4/30/2024,VIP,NULL,NULL,NULL
UIDJS3f264150051,25-34,Tier 3,9/22/2024,Free,11/29/2024,NULL,NULL
UIDJS3f27e6af6b9,25-34,Tier 1,9/7/2024,Premium,11/16/2024,NULL,NULL
UIDJS3f2f0835a78,35-44,Tier 3,7/7/2024,Free,NULL,NULL,NULL
UIDJS3f2f9859cb9,45+,Tier 1,9/7/2024,Premium,NULL,NULL,NULL
UIDJS3f32b992582,18-24,Tier 1,9/24/2024,Free,NULL,NULL,NULL
UIDJS3f32baadcb0,35-44,Tier 2,9/17/2024,Premium,NULL,NULL,NULL
UIDJS3f333eea99b,45+,Tier 1,11/21/2024,Premium,NULL,NULL,NULL
UIDJS3f33fee70a2,35-44,Tier 1,11/20/2024,Premium,NULL,NULL,NULL
UIDJS3f343ed0a9f,35-44,Tier 3,9/15/2024,Free,NULL,10/15/2024,Premium
UIDJS3f37765c6ce,18-24,Tier 1,1/19/2024,Free,NULL,NULL,NULL
UIDJS3f3bbdeda13,45+,Tier 1,10/4/2024,Free,11/8/2024,NULL,NULL
UIDJS3f3eeb3d187,45+,Tier 2,5/9/2024,Premium,NULL,NULL,NULL
UIDJS3f40f3a88a1,25-34,Tier 2,5/10/2024,VIP,NULL,NULL,NULL
UIDJS3f44a1d7239,25-34,Tier 1,5/22/2024,Premium,NULL,NULL,NULL
UIDJS3f4521e1c5d,35-44,Tier 3,2/20/2024,Free,10/13/2024,NULL,NULL
UIDJS3f46362bd4e,35-44,Tier 1,1/1/2024,Premium,NULL,NULL,NULL
UIDJS3f4652879c7,25-34,Tier 1,6/16/2024,Premium,NULL,NULL,NULL
UIDJS3f481419db7,25-34,Tier 1,11/28/2024,VIP,NULL,12/28/2024,Premium
UIDJS3f48ed35e10,25-34,Tier 1,3/8/2024,Free,NULL,NULL,NULL
UIDJS3f4c2eb1830,25-34,Tier 2,3/3/2024,Free,NULL,NULL,NULL
UIDJS3f4c933e866,25-34,Tier 1,11/12/2024,VIP,NULL,NULL,NULL
UIDJS3f4f9e7bbce,35-44,Tier 2,2/10/2024,VIP,NULL,NULL,NULL
UIDJS3f4fb41356e,35-44,Tier 1,3/24/2024,VIP,NULL,5/24/2024,Free
UIDJS3f4ff0691f5,35-44,Tier 2,1/2/2024,Free,NULL,NULL,NULL
UIDJS3f5070095c0,45+,Tier 1,6/1/2024,Free,NULL,NULL,NULL
UIDJS3f53a59736c,25-34,Tier 2,4/7/2024,VIP,NULL,5/7/2024,Free
UIDJS3f5459fe5a9,18-24,Tier 1,7/6/2024,Premium,NULL,NULL,NULL
UIDJS3f545fc3386,35-44,Tier 1,11/10/2024,VIP,NULL,NULL,NULL
UIDJS3f55276dc1e,25-34,Tier 1,2/22/2024,VIP,NULL,NULL,NULL
UIDJS3f5d59bf4da,25-34,Tier 1,10/24/2024,Free,NULL,NULL,NULL
UIDJS3f5d82904d9,25-34,Tier 1,1/19/2024,Premium,8/24/2024,NULL,NULL
UIDJS3f5d9eac87a,45+,Tier 2,3/14/2024,Premium,10/8/2024,NULL,NULL
UIDJS3f61876bfa1,45+,Tier 2,10/31/2024,VIP,NULL,NULL,NULL
UIDJS3f620f03541,35-44,Tier 3,11/12/2024,VIP,12/5/2024,NULL,NULL
UIDJS3f63b4c84ee,25-34,Tier 2,4/15/2024,Premium,NULL,NULL,NULL
UIDJS3f63d89a5f7,35-44,Tier 1,1/13/2024,Premium,NULL,NULL,NULL
UIDJS3f64a64a507,35-44,Tier 1,5/6/2024,VIP,6/14/2024,NULL,NULL
UIDJS3f64e9c9e5b,25-34,Tier 2,3/17/2024,VIP,NULL,NULL,NULL
UIDJS3f653000d5c,18-24,Tier 2,1/30/2024,Free,NULL,NULL,NULL
UIDJS3f65f1bebb1,18-24,Tier 2,5/29/2024,Free,7/18/2024,NULL,NULL
UIDJS3f65f71ef45,25-34,Tier 2,9/19/2024,VIP,NULL,NULL,NULL
UIDJS3f665672650,25-34,Tier 1,3/29/2024,Premium,NULL,NULL,NULL
UIDJS3f666b4d204,25-34,Tier 1,9/9/2024,VIP,NULL,NULL,NULL
UIDJS3f66af6cef5,25-34,Tier 1,3/6/2024,Free,NULL,NULL,NULL
UIDJS3f681745fd8,25-34,Tier 3,1/8/2024,Premium,NULL,NULL,NULL
UIDJS3f6acd3c5e2,35-44,Tier 2,8/31/2024,VIP,NULL,9/30/2024,Premium
UIDJS3f6c625fcdb,45+,Tier 1,7/16/2024,VIP,NULL,NULL,NULL
UIDJS3f6e5712dd1,35-44,Tier 2,5/28/2024,Free,NULL,NULL,NULL
UIDJS3f74774deda,18-24,Tier 1,6/19/2024,Free,7/25/2024,NULL,NULL
UIDJS3f76edf4fc6,25-34,Tier 1,9/23/2024,Free,NULL,NULL,NULL
UIDJS3f774e528f4,25-34,Tier 1,1/28/2024,Free,NULL,NULL,NULL
UIDJS3f786a50231,35-44,Tier 3,11/24/2024,Premium,NULL,NULL,NULL
UIDJS3f78b5c95c6,25-34,Tier 1,1/21/2024,VIP,NULL,12/21/2024,Free
UIDJS3f7bac083ca,25-34,Tier 1,8/13/2024,VIP,NULL,NULL,NULL
UIDJS3f7bd23be88,25-34,Tier 1,9/28/2024,Free,NULL,NULL,NULL
UIDJS3f7be5156e3,25-34,Tier 1,10/8/2024,VIP,NULL,NULL,NULL
UIDJS3f7c29b81f2,25-34,Tier 1,10/27/2024,Premium,NULL,NULL,NULL
UIDJS3f807a0205c,35-44,Tier 2,1/26/2024,Premium,NULL,NULL,NULL
UIDJS3f81fc85178,25-34,Tier 2,8/12/2024,VIP,NULL,NULL,NULL
UIDJS3f865e41ee7,25-34,Tier 2,5/6/2024,VIP,NULL,6/6/2024,Premium
UIDJS3f87ae5cf4b,45+,Tier 3,7/27/2024,Free,9/19/2024,NULL,NULL
UIDJS3f882ea630d,25-34,Tier 1,2/7/2024,Premium,NULL,NULL,NULL
UIDJS3f892b692cf,25-34,Tier 2,11/29/2024,VIP,NULL,NULL,NULL
UIDJS3f8a556df56,35-44,Tier 2,7/15/2024,Free,9/1/2024,NULL,NULL
UIDJS3f8db5ce6da,25-34,Tier 2,10/9/2024,Free,11/17/2024,NULL,NULL
UIDJS3f8e52f1886,25-34,Tier 2,1/3/2024,Free,NULL,NULL,NULL
UIDJS3f9179f1e1f,35-44,Tier 1,7/18/2024,VIP,NULL,NULL,NULL
UIDJS3f91fb820a0,18-24,Tier 1,3/27/2024,Premium,NULL,NULL,NULL
UIDJS3f9372a6f65,25-34,Tier 1,3/27/2024,Free,NULL,NULL,NULL
UIDJS3f937583ee9,25-34,Tier 2,6/10/2024,Free,NULL,NULL,NULL
UIDJS3f93e6c385b,25-34,Tier 1,6/20/2024,Premium,NULL,11/20/2024,Free
UIDJS3f94a9b48a5,25-34,Tier 1,4/20/2024,VIP,NULL,NULL,NULL
UIDJS3f94c17c97c,25-34,Tier 1,2/16/2024,VIP,NULL,8/16/2024,Free
UIDJS3f955112b1c,25-34,Tier 2,7/30/2024,Premium,NULL,NULL,NULL
UIDJS3f96265d43c,35-44,Tier 1,1/13/2024,Premium,NULL,NULL,NULL
UIDJS3f966a6adda,18-24,Tier 3,10/28/2024,Free,NULL,NULL,NULL
UIDJS3f972140520,35-44,Tier 2,4/8/2024,VIP,9/5/2024,NULL,NULL
UIDJS3f9a3eb5c4f,25-34,Tier 1,7/10/2024,Premium,NULL,NULL,NULL
UIDJS3f9a6529799,35-44,Tier 2,3/26/2024,VIP,NULL,NULL,NULL
UIDJS3f9f8756916,25-34,Tier 1,11/22/2024,Free,NULL,NULL,NULL
UIDJS3f9fc35fa4c,18-24,Tier 3,9/22/2024,VIP,NULL,NULL,NULL
UIDJS3fa1248d4cc,25-34,Tier 2,6/7/2024,Free,NULL,NULL,NULL
UIDJS3fa42118502,25-34,Tier 1,9/15/2024,VIP,NULL,11/15/2024,Free
UIDJS3fa50c0887f,25-34,Tier 2,5/24/2024,VIP,NULL,NULL,NULL
UIDJS3fa528df427,25-34,Tier 1,10/13/2024,Free,NULL,NULL,NULL
UIDJS3fa791b4c20,35-44,Tier 2,9/5/2024,Free,NULL,NULL,NULL
UIDJS3fa79a85adc,25-34,Tier 1,1/6/2024,Premium,NULL,NULL,NULL
UIDJS3fa7bf6ce29,35-44,Tier 1,6/16/2024,VIP,NULL,NULL,NULL
UIDJS3fab526c8ec,25-34,Tier 1,6/14/2024,VIP,NULL,NULL,NULL
UIDJS3fabaa304e7,25-34,Tier 1,6/1/2024,Premium,NULL,NULL,NULL
UIDJS3fac3bb99ef,18-24,Tier 1,9/19/2024,VIP,NULL,NULL,NULL
UIDJS3facfaddb54,35-44,Tier 2,5/7/2024,Free,NULL,NULL,NULL
UIDJS3fb38aecb0f,45+,Tier 1,6/5/2024,Free,7/6/2024,NULL,NULL
UIDJS3fb490a73e1,25-34,Tier 2,2/2/2024,Free,NULL,4/2/2024,Premium
UIDJS3fb543cc2e3,35-44,Tier 1,4/25/2024,Premium,8/13/2024,NULL,NULL
UIDJS3fb8bf3c2d6,35-44,Tier 1,5/2/2024,Premium,NULL,NULL,NULL
UIDJS3fb9338b499,35-44,Tier 1,1/20/2024,VIP,NULL,4/20/2024,Premium
UIDJS3fba65d0c1d,25-34,Tier 1,6/29/2024,VIP,NULL,NULL,NULL
UIDJS3fbaf841913,18-24,Tier 1,10/5/2024,VIP,NULL,NULL,NULL
UIDJS3fbbdd20fea,45+,Tier 1,8/21/2024,VIP,NULL,9/21/2024,Premium
UIDJS3fbc649f941,18-24,Tier 3,1/27/2024,Free,NULL,NULL,NULL
UIDJS3fbca7b7013,35-44,Tier 1,11/8/2024,VIP,NULL,NULL,NULL
UIDJS3fbd47450af,18-24,Tier 1,8/11/2024,Premium,NULL,NULL,NULL
UIDJS3fbdc5d3e01,35-44,Tier 2,10/30/2024,VIP,NULL,NULL,NULL
UIDJS3fbf29bcf6c,35-44,Tier 1,3/22/2024,Free,11/22/2024,NULL,NULL
UIDJS3fbff4eefce,35-44,Tier 2,4/2/2024,Free,NULL,9/2/2024,VIP
UIDJS3fc10d4fc04,35-44,Tier 1,2/7/2024,VIP,NULL,NULL,NULL
UIDJS3fc11f52a05,25-34,Tier 1,8/1/2024,Free,NULL,NULL,NULL
UIDJS3fc11f63c3e,25-34,Tier 3,5/18/2024,Premium,NULL,NULL,NULL
UIDJS3fc39520e9a,25-34,Tier 1,7/22/2024,Premium,NULL,NULL,NULL
UIDJS3fc3f879bb6,25-34,Tier 1,11/12/2024,VIP,NULL,NULL,NULL
UIDJS3fc431e30a1,18-24,Tier 3,3/23/2024,Free,NULL,NULL,NULL
UIDJS3fc5422fb7a,25-34,Tier 2,2/28/2024,Free,10/2/2024,NULL,NULL
UIDJS3fc5f236e1d,25-34,Tier 2,2/17/2024,Premium,NULL,NULL,NULL
UIDJS3fc8a5b9ca1,18-24,Tier 1,7/4/2024,VIP,NULL,NULL,NULL
UIDJS3fc90f6fcd1,18-24,Tier 2,6/11/2024,Premium,NULL,NULL,NULL
UIDJS3fca59928c5,18-24,Tier 1,5/5/2024,Premium,NULL,NULL,NULL
UIDJS3fcc274ecaf,25-34,Tier 1,9/11/2024,VIP,NULL,NULL,NULL
UIDJS3fccce11826,35-44,Tier 1,5/31/2024,Free,12/24/2024,NULL,NULL
UIDJS3fd0288383b,45+,Tier 3,7/22/2024,Free,NULL,NULL,NULL
UIDJS3fd0824b24b,25-34,Tier 1,11/23/2024,VIP,NULL,NULL,NULL
UIDJS3fd2748c484,35-44,Tier 1,6/14/2024,VIP,NULL,NULL,NULL
UIDJS3fd47343b6e,35-44,Tier 1,3/23/2024,Premium,NULL,NULL,NULL
UIDJS3fd53ff93c2,18-24,Tier 1,9/17/2024,VIP,NULL,NULL,NULL
UIDJS3fd5a44b2d6,18-24,Tier 1,6/26/2024,VIP,NULL,NULL,NULL
UIDJS3fd5c0b63d1,45+,Tier 1,1/25/2024,Premium,NULL,NULL,NULL
UIDJS3fd61bd4455,45+,Tier 1,10/31/2024,Premium,NULL,NULL,NULL
UIDJS3fd8e94663d,45+,Tier 3,7/2/2024,Free,11/12/2024,NULL,NULL
UIDJS3fde669c7a3,35-44,Tier 2,3/5/2024,Free,NULL,NULL,NULL
UIDJS3fded548cfc,45+,Tier 1,1/17/2024,Free,NULL,3/17/2024,Premium
UIDJS3fdf521cff6,25-34,Tier 1,5/11/2024,Free,10/14/2024,NULL,NULL
UIDJS3fe3c7714b8,25-34,Tier 2,5/22/2024,Premium,NULL,NULL,NULL
UIDJS3fe605c3c8a,45+,Tier 1,2/21/2024,Free,NULL,NULL,NULL
UIDJS3fe6a77b02f,18-24,Tier 1,2/13/2024,VIP,NULL,NULL,NULL
UIDJS3fe7123f3a7,25-34,Tier 2,5/10/2024,Premium,NULL,NULL,NULL
UIDJS3fe836edc5d,18-24,Tier 2,7/1/2024,VIP,NULL,NULL,NULL
UIDJS3fe8f957bb2,25-34,Tier 3,3/6/2024,VIP,NULL,NULL,NULL
UIDJS3fedcc4ad14,35-44,Tier 1,1/3/2024,VIP,NULL,3/3/2024,Premium
UIDJS3fee78a8fd6,18-24,Tier 2,4/9/2024,VIP,NULL,5/9/2024,Free
UIDJS3feee54cc64,25-34,Tier 1,5/23/2024,Free,NULL,NULL,NULL
UIDJS3ff1ebcd418,25-34,Tier 2,1/5/2024,Free,NULL,3/5/2024,Premium
UIDJS3ff23e8185a,25-34,Tier 1,9/16/2024,Premium,NULL,NULL,NULL
UIDJS3ff5a7c63c6,18-24,Tier 2,3/7/2024,VIP,5/21/2024,NULL,NULL
UIDJS3ff623dc2e4,35-44,Tier 3,10/4/2024,Free,10/27/2024,NULL,NULL
UIDJS3ff6385ee9e,25-34,Tier 1,9/6/2024,VIP,11/6/2024,NULL,NULL
UIDJS3ff77469ddb,35-44,Tier 2,11/5/2024,VIP,NULL,NULL,NULL
UIDJS3ff8ada5cce,25-34,Tier 2,9/19/2024,VIP,NULL,NULL,NULL
UIDJS3ff9ad7d4c4,35-44,Tier 1,1/28/2024,Free,NULL,NULL,NULL
UIDJS3ffa214ce4f,25-34,Tier 1,3/23/2024,Premium,NULL,NULL,NULL
UIDJS3ffbf720968,25-34,Tier 3,2/19/2024,Free,NULL,4/19/2024,VIP
UIDJS3ffc84ecbb4,25-34,Tier 1,11/26/2024,Free,NULL,NULL,NULL
UIDJS3ffcec95114,35-44,Tier 1,7/30/2024,VIP,NULL,NULL,NULL
UIDJS3ffd49161c0,18-24,Tier 1,8/12/2024,VIP,NULL,NULL,NULL
UIDJS3fffd8fd58a,25-34,Tier 1,9/4/2024,Free,NULL,NULL,NULL
UIDJS4000cf85ebf,25-34,Tier 2,9/30/2024,VIP,NULL,NULL,NULL
UIDJS400479a854a,35-44,Tier 1,2/24/2024,Premium,NULL,NULL,NULL
UIDJS40065cb22e1,25-34,Tier 3,9/21/2024,Free,NULL,NULL,NULL
UIDJS4008f00c4ba,25-34,Tier 3,2/14/2024,VIP,NULL,NULL,NULL
UIDJS400bf9701a0,25-34,Tier 1,4/20/2024,VIP,8/18/2024,NULL,NULL
UIDJS400cd6d963d,25-34,Tier 1,1/22/2024,VIP,NULL,NULL,NULL
UIDJS400db3f2d96,25-34,Tier 1,1/15/2024,VIP,NULL,NULL,NULL
UIDJS400ea95101b,25-34,Tier 1,11/28/2024,Free,12/25/2024,NULL,NULL
UIDJS40101295f8d,25-34,Tier 2,7/4/2024,Free,8/4/2024,NULL,NULL
UIDJS4010b66d73d,18-24,Tier 1,3/27/2024,Premium,NULL,NULL,NULL
UIDJS4011ce1911a,18-24,Tier 2,3/18/2024,VIP,6/29/2024,NULL,NULL
UIDJS4012e633ac5,25-34,Tier 2,11/22/2024,VIP,NULL,NULL,NULL
UIDJS4013b90898c,25-34,Tier 1,7/17/2024,Free,NULL,NULL,NULL
UIDJS40140e42b6e,35-44,Tier 2,10/29/2024,Free,NULL,NULL,NULL
UIDJS4015782b28c,25-34,Tier 1,3/31/2024,Premium,NULL,9/30/2024,VIP
UIDJS40169cd939d,25-34,Tier 2,1/11/2024,VIP,NULL,2/11/2024,Free
UIDJS401777bda4d,35-44,Tier 2,4/5/2024,Premium,NULL,NULL,NULL
UIDJS4017a2d75e6,18-24,Tier 1,5/28/2024,Premium,12/18/2024,NULL,NULL
UIDJS401943a4b31,25-34,Tier 1,10/16/2024,VIP,NULL,NULL,NULL
UIDJS401ac6c946a,18-24,Tier 3,6/7/2024,VIP,7/11/2024,NULL,NULL
UIDJS401bb2d7040,18-24,Tier 3,6/11/2024,VIP,NULL,NULL,NULL
UIDJS401c0da410f,25-34,Tier 3,11/18/2024,Free,NULL,NULL,NULL
UIDJS401df79ab5a,35-44,Tier 1,2/2/2024,Premium,5/4/2024,NULL,NULL
UIDJS401f9ff7e1e,35-44,Tier 1,9/26/2024,Premium,NULL,NULL,NULL
UIDJS4021fb9f6fa,25-34,Tier 1,9/9/2024,Premium,NULL,NULL,NULL
UIDJS40269beada6,45+,Tier 2,3/22/2024,Free,NULL,4/22/2024,Premium
UIDJS402717d767b,35-44,Tier 1,10/13/2024,Premium,NULL,NULL,NULL
UIDJS4027bab6204,35-44,Tier 1,9/7/2024,Premium,NULL,NULL,NULL
UIDJS402963bc57c,18-24,Tier 2,9/14/2024,VIP,NULL,NULL,NULL
UIDJS402ace556b5,25-34,Tier 1,6/16/2024,VIP,NULL,NULL,NULL
UIDJS402b3561f3c,45+,Tier 1,5/29/2024,Free,NULL,7/29/2024,Premium
